Ngày,Khu vực,Nhà Phân Phối,Sản phẩm, Doanh thu 
19-Sep-2019,Miền Nam,Gà Excel,SP 04, 803.76 
09-May-2020,Miền Bắc,VNPT,SP 04, 34.00 
07-May-2020,Miền Nam,Viettel,SP 08, 137.70 
13-Jul-2020,Miền Trung,FPT,SP 05, 89.05 
02-Apr-2020,Miền Trung,Gà Excel,SP 08, 45.21 
06-Dec-2020,Miền Trung,VNPT,SP 06, 118.80 
29-Nov-2019,Miền Trung,Viettel,SP 01, 159.90 
29-Nov-2019,Miền Nam,FPT,SP 07, 68.74 
28-Dec-2019,Miền Bắc,Gà Excel,SP 04, 762.45 
09-Oct-2020,Miền Trung,VNPT,SP 05, 91.80 
14-Nov-2020,Miền Nam,Viettel,SP 09, 24.63 
14-Mar-2020,Miền Bắc,FPT,SP 06, 60.00 
17-Jul-2020,Miền Nam,Gà Excel,SP 05, 22.95 
17-Oct-2020,Miền Nam,VNPT,SP 06, 87.30 
05-Oct-2020,Miền Nam,Viettel,SP 09, 72.75 
22-Jun-2020,Miền Bắc,FPT,SP 02, 39.10 
25-Nov-2020,Miền Nam,Gà Excel,SP 01, 236.25 
07-May-2019,Miền Trung,VNPT,SP 08, 22.38 
20-Jul-2020,Miền Trung,Viettel,SP 03, 73.88 
02-Dec-2020,Miền Trung,FPT,SP 05, 67.47 
29-Mar-2020,Miền Nam,Gà Excel,SP 09, 73.13 
21-Dec-2019,Miền Nam,VNPT,SP 02, 58.95 
10-Jan-2020,Miền Nam,Viettel,SP 08, 298.35 
07-Aug-2019,Miền Bắc,FPT,SP 09, 72.75 
20-Jul-2019,Miền Trung,Gà Excel,SP 05, 45.90 
09-Sep-2019,Miền Trung,VNPT,SP 09, 24.63 
11-Jan-2019,Miền Bắc,Viettel,SP 06, 59.40 
10-Aug-2020,Miền Nam,FPT,SP 08, 67.47 
29-Nov-2019,Miền Nam,Gà Excel,SP 04, 34.00 
16-Nov-2019,Miền Bắc,VNPT,SP 08, 44.52 
07-Nov-2020,Miền Bắc,Viettel,SP 04, 102.00 
13-Sep-2020,Miền Bắc,FPT,SP 08, 67.13 
13-Nov-2019,Miền Nam,Gà Excel,SP 01, 233.85 
03-Dec-2019,Miền Trung,VNPT,SP 08, 91.80 
14-Aug-2020,Miền Nam,Viettel,SP 09, 475.00 
22-Nov-2020,Miền Nam,FPT,SP 08, 67.13 
12-Oct-2019,Miền Nam,Gà Excel,SP 10, 26.81 
25-Nov-2020,Miền Bắc,VNPT,SP 06, 87.30 
24-Nov-2020,Miền Trung,Viettel,SP 07, 70.50 
13-Jun-2019,Miền Nam,FPT,SP 05, 91.80 
01-Feb-2019,Miền Trung,Gà Excel,SP 04, 32.98 
04-Mar-2019,Miền Nam,VNPT,SP 08, 223.76 
20-Mar-2020,Miền Trung,Viettel,SP 08, 45.21 
12-Apr-2020,Miền Trung,FPT,SP 05, 67.13 
24-Nov-2019,Miền Trung,Gà Excel,SP 10, 54.18 
01-Nov-2019,Miền Trung,VNPT,SP 03, 48.50 
28-Jan-2020,Miền Nam,Viettel,SP 08, 44.52 
26-Jul-2020,Miền Trung,FPT,SP 07, 23.15 
28-Dec-2020,Miền Bắc,Gà Excel,SP 05, 45.90 
08-Jun-2020,Miền Nam,VNPT,SP 07, 46.06 
24-Mar-2019,Miền Nam,Viettel,SP 09, 49.25 
06-Nov-2019,Miền Trung,FPT,SP 05, 68.85 
11-Jan-2019,Miền Trung,Gà Excel,SP 10, 55.00 
15-Mar-2020,Miền Bắc,VNPT,SP 07, 23.50 
17-Feb-2019,Miền Trung,Viettel,SP 08, 298.35 
02-Sep-2019,Miền Nam,FPT,SP 02, 39.50 
22-May-2019,Miền Nam,Gà Excel,SP 03, 325.00 
04-Jan-2019,Miền Nam,VNPT,SP 05, 45.21 
27-Jul-2020,Miền Trung,Viettel,SP 08, 67.47 
22-Nov-2020,Miền Bắc,FPT,SP 05, 22.72 
06-Nov-2020,Miền Bắc,Gà Excel,SP 10, 26.81 
02-Nov-2020,Miền Bắc,VNPT,SP 05, 44.75 
01-Dec-2020,Miền Nam,Viettel,SP 02, 19.95 
06-Nov-2020,Miền Trung,FPT,SP 04, 102.00 
06-Nov-2020,Miền Trung,Gà Excel,SP 06, 88.65 
05-Nov-2019,Miền Nam,VNPT,SP 02, 58.95 
09-Mar-2019,Miền Trung,Viettel,SP 09, 49.50 
24-Nov-2019,Miền Nam,FPT,SP 10, 82.50 
13-May-2020,Miền Nam,Gà Excel,SP 10, 54.45 
12-Jun-2020,Miền Nam,VNPT,SP 08, 45.21 
21-Jan-2020,Miền Bắc,Viettel,SP 04, 66.30 
10-Dec-2020,Miền Nam,FPT,SP 01, 237.45 
14-Feb-2019,Miền Bắc,Gà Excel,SP 02, 19.95 
25-Dec-2019,Miền Trung,VNPT,SP 03, 24.63 
13-Sep-2020,Miền Trung,Viettel,SP 10, 27.23 
16-Jan-2019,Miền Trung,FPT,SP 08, 67.82 
31-May-2020,Miền Nam,Gà Excel,SP 07, 68.74 
17-Dec-2019,Miền Trung,VNPT,SP 05, 44.52 
01-Jun-2020,Miền Bắc,Viettel,SP 03, 49.50 
25-Sep-2019,Miền Trung,FPT,SP 03, 50.00 
30-Nov-2020,Miền Nam,Gà Excel,SP 06, 620.55 
15-Oct-2020,Miền Trung,VNPT,SP 09, 74.25 
25-Sep-2020,Miền Nam,Viettel,SP 02, 59.25 
18-Dec-2020,Miền Trung,FPT,SP 04, 66.98 
05-Mar-2020,Miền Trung,Gà Excel,SP 05, 45.90 
14-Dec-2019,Miền Bắc,VNPT,SP 07, 69.44 
15-May-2019,Miền Bắc,Viettel,SP 04, 68.00 
05-Nov-2019,Miền Nam,FPT,SP 08, 22.38 
18-Nov-2019,Miền Trung,Gà Excel,SP 03, 50.00 
29-Apr-2019,Miền Trung,VNPT,SP 04, 34.00 
19-Sep-2019,Miền Bắc,Viettel,SP 07, 23.03 
10-Dec-2020,Miền Trung,FPT,SP 10, 82.50 
13-Sep-2020,Miền Nam,Gà Excel,SP 08, 22.95 
18-May-2019,Miền Nam,VNPT,SP 04, 32.98 
17-Feb-2020,Miền Nam,Viettel,SP 05, 22.38 
21-Sep-2020,Miền Nam,FPT,SP 06, 58.50 
21-Mar-2019,Miền Nam,Gà Excel,SP 02, 39.90 
06-Nov-2020,Miền Nam,VNPT,SP 03, 75.00 
27-Apr-2019,Miền Bắc,Viettel,SP 09, 48.50 
04-Dec-2020,Miền Trung,FPT,SP 04, 102.00 
18-Nov-2019,Miền Trung,Gà Excel,SP 04, 68.00 
10-Nov-2019,Miền Bắc,VNPT,SP 09, 475.00 
06-Aug-2019,Miền Nam,Viettel,SP 05, 45.21 
06-May-2020,Miền Trung,FPT,SP 04, 100.47 
18-Sep-2019,Miền Nam,Gà Excel,SP 02, 39.90 
18-Apr-2019,Miền Nam,VNPT,SP 04, 66.30 
02-Oct-2019,Miền Trung,Viettel,SP 06, 59.40 
24-Dec-2019,Miền Bắc,FPT,SP 03, 48.75 
06-Mar-2020,Miền Trung,Gà Excel,SP 06, 29.55 
06-Jan-2019,Miền Nam,VNPT,SP 04, 33.15 
07-Dec-2019,Miền Nam,Viettel,SP 10, 54.18 
02-Dec-2019,Miền Bắc,FPT,SP 04, 468.86 
11-Apr-2019,Miền Nam,Gà Excel,SP 08, 91.80 
25-Jun-2020,Miền Nam,VNPT,SP 08, 45.44 
10-Feb-2020,Miền Nam,Viettel,SP 06, 58.80 
07-Nov-2019,Miền Nam,FPT,SP 04, 34.00 
07-Sep-2020,Miền Bắc,Gà Excel,SP 10, 26.95 
15-Dec-2019,Miền Nam,VNPT,SP 04, 66.30 
29-Nov-2019,Miền Trung,Viettel,SP 06, 87.75 
23-Nov-2019,Miền Trung,FPT,SP 02, 59.85 
08-May-2020,Miền Trung,Gà Excel,SP 05, 68.16 
14-May-2019,Miền Nam,VNPT,SP 09, 73.13 
11-Aug-2020,Miền Bắc,Viettel,SP 07, 70.50 
13-Mar-2019,Miền Nam,FPT,SP 08, 45.90 
27-Apr-2019,Miền Trung,Gà Excel,SP 09, 75.00 
08-Nov-2020,Miền Nam,VNPT,SP 01, 232.65 
14-Jul-2020,Miền Nam,Viettel,SP 06, 29.55 
23-Dec-2020,Miền Bắc,FPT,SP 09, 72.75 
28-Jul-2020,Miền Trung,Gà Excel,SP 08, 44.52 
14-Apr-2019,Miền Nam,VNPT,SP 01, 159.90 
28-Dec-2020,Miền Bắc,Viettel,SP 01, 159.90 
27-Jan-2020,Miền Nam,FPT,SP 10, 27.23 
07-Jun-2019,Miền Trung,Gà Excel,SP 02, 39.30 
26-Dec-2020,Miền Bắc,VNPT,SP 01, 239.85 
15-Dec-2019,Miền Trung,Viettel,SP 10, 53.35 
02-Dec-2019,Miền Trung,FPT,SP 02, 39.90 
16-Nov-2019,Miền Bắc,Gà Excel,SP 03, 72.75 
22-Jun-2020,Miền Nam,VNPT,SP 08, 45.21 
14-Mar-2020,Miền Nam,Viettel,SP 09, 75.00 
22-Nov-2019,Miền Trung,FPT,SP 06, 58.20 
10-Sep-2020,Miền Nam,Gà Excel,SP 01, 857.46 
29-Jul-2020,Miền Nam,VNPT,SP 06, 89.10 
13-Jul-2020,Miền Nam,Viettel,SP 09, 75.00 
13-Dec-2019,Miền Trung,FPT,SP 04, 33.66 
07-Jan-2019,Miền Nam,Gà Excel,SP 06, 29.25 
01-Feb-2019,Miền Nam,VNPT,SP 09, 24.38 
15-Feb-2020,Miền Nam,Viettel,SP 08, 22.61 
20-Aug-2020,Miền Nam,FPT,SP 08, 44.98 
26-Sep-2019,Miền Trung,Gà Excel,SP 04, 99.96 
07-Mar-2019,Miền Trung,VNPT,SP 02, 312.82 
12-Sep-2019,Miền Nam,Viettel,SP 08, 67.13 
30-Nov-2019,Miền Bắc,FPT,SP 05, 22.95 
03-Feb-2019,Miền Nam,Gà Excel,SP 05, 22.95 
10-Dec-2020,Miền Nam,VNPT,SP 03, 75.00 
28-Nov-2019,Miền Bắc,Viettel,SP 07, 47.00 
04-May-2020,Miền Nam,FPT,SP 04, 65.96 
17-Nov-2020,Miền Trung,Gà Excel,SP 05, 68.85 
24-Jul-2020,Miền Nam,VNPT,SP 04, 100.98 
09-Oct-2020,Miền Trung,Viettel,SP 03, 50.00 
26-Dec-2020,Miền Trung,FPT,SP 06, 676.20 
03-Dec-2019,Miền Bắc,Gà Excel,SP 10, 54.45 
27-Apr-2019,Miền Nam,VNPT,SP 02, 19.45 
18-Mar-2020,Miền Nam,Viettel,SP 08, 22.61 
14-Dec-2020,Miền Nam,FPT,SP 10, 80.85 
06-Oct-2020,Miền Trung,Gà Excel,SP 04, 33.32 
19-Oct-2019,Miền Nam,VNPT,SP 07, 69.09 
28-Nov-2019,Miền Bắc,Viettel,SP 10, 514.66 
19-Aug-2019,Miền Trung,FPT,SP 09, 49.50 
09-Sep-2020,Miền Nam,Gà Excel,SP 05, 22.95 
10-Sep-2020,Miền Nam,VNPT,SP 08, 45.90 
18-Mar-2020,Miền Nam,Viettel,SP 05, 22.95 
10-May-2019,Miền Bắc,FPT,SP 09, 75.00 
10-Dec-2019,Miền Trung,Gà Excel,SP 07, 70.50 
11-Feb-2019,Miền Bắc,VNPT,SP 01, 79.95 
17-Oct-2020,Miền Nam,Viettel,SP 04, 67.32 
10-Nov-2020,Miền Nam,FPT,SP 07, 70.50 
17-Mar-2019,Miền Nam,Gà Excel,SP 04, 66.98 
16-Dec-2019,Miền Nam,VNPT,SP 07, 23.50 
04-Jul-2020,Miền Bắc,Viettel,SP 08, 45.44 
22-Apr-2020,Miền Bắc,FPT,SP 07, 92.59 
02-Jan-2019,Miền Nam,Gà Excel,SP 06, 120.00 
23-Jul-2020,Miền Trung,VNPT,SP 03, 73.88 
27-Mar-2019,Miền Trung,Viettel,SP 05, 44.98 
15-May-2019,Miền Nam,FPT,SP 02, 478.80 
21-Nov-2019,Miền Bắc,Gà Excel,SP 09, 74.25 
09-Oct-2020,Miền Nam,VNPT,SP 09, 73.50 
13-Nov-2020,Miền Nam,Viettel,SP 05, 454.41 
14-May-2019,Miền Trung,FPT,SP 04, 68.00 
21-Aug-2020,Miền Trung,Gà Excel,SP 08, 45.21 
19-Jan-2019,Miền Nam,VNPT,SP 08, 67.47 
15-Mar-2020,Miền Trung,Viettel,SP 08, 44.52 
10-Nov-2020,Miền Bắc,FPT,SP 03, 74.25 
17-Nov-2019,Miền Trung,Gà Excel,SP 10, 81.68 
07-Dec-2019,Miền Trung,VNPT,SP 05, 356.18 
26-Dec-2019,Miền Trung,Viettel,SP 05, 91.80 
28-Jun-2020,Miền Bắc,FPT,SP 02, 39.90 
14-Apr-2020,Miền Trung,Gà Excel,SP 02, 19.95 
12-Nov-2019,Miền Trung,VNPT,SP 03, 50.00 
05-Mar-2020,Miền Trung,Viettel,SP 03, 25.00 
28-Dec-2020,Miền Trung,FPT,SP 10, 326.70 
16-Jan-2020,Miền Nam,Gà Excel,SP 04, 68.00 
13-Jul-2020,Miền Nam,VNPT,SP 07, 70.50 
15-Nov-2019,Miền Trung,Viettel,SP 08, 22.95 
12-Dec-2019,Miền Bắc,FPT,SP 02, 19.95 
20-May-2020,Miền Nam,Gà Excel,SP 06, 60.00 
02-Sep-2020,Miền Trung,VNPT,SP 03, 24.50 
18-Jan-2019,Miền Trung,Viettel,SP 03, 50.00 
25-May-2020,Miền Trung,FPT,SP 07, 45.59 
23-Mar-2020,Miền Nam,Gà Excel,SP 04, 560.66 
19-Apr-2019,Miền Bắc,VNPT,SP 04, 504.90 
10-Dec-2019,Miền Nam,Viettel,SP 06, 88.20 
28-Nov-2019,Miền Bắc,FPT,SP 06, 29.40 
05-Apr-2019,Miền Trung,Gà Excel,SP 07, 45.59 
10-Apr-2019,Miền Nam,VNPT,SP 08, 22.95 
12-Mar-2020,Miền Trung,Viettel,SP 02, 19.75 
25-Mar-2020,Miền Trung,FPT,SP 06, 60.00 
23-Dec-2019,Miền Trung,Gà Excel,SP 06, 118.20 
03-Oct-2020,Miền Nam,VNPT,SP 03, 50.00 
22-Dec-2019,Miền Bắc,Viettel,SP 08, 68.85 
18-Nov-2020,Miền Trung,FPT,SP 03, 49.50 
13-Dec-2019,Miền Bắc,Gà Excel,SP 02, 59.85 
29-Apr-2019,Miền Trung,VNPT,SP 03, 100.00 
12-Mar-2020,Miền Bắc,Viettel,SP 05, 45.90 
03-Nov-2019,Miền Trung,FPT,SP 03, 48.50 
11-Mar-2019,Miền Nam,Gà Excel,SP 05, 67.13 
17-Aug-2020,Miền Bắc,VNPT,SP 03, 25.00 
11-Aug-2019,Miền Bắc,Viettel,SP 03, 50.00 
06-Oct-2019,Miền Nam,FPT,SP 03, 75.00 
17-Oct-2020,Miền Nam,Gà Excel,SP 08, 298.35 
24-Nov-2020,Miền Nam,VNPT,SP 08, 68.85 
10-Nov-2019,Miền Bắc,Viettel,SP 06, 59.40 
02-Dec-2020,Miền Nam,FPT,SP 10, 53.35 
06-Nov-2019,Miền Trung,Gà Excel,SP 07, 188.00 
15-Nov-2019,Miền Nam,VNPT,SP 09, 49.50 
26-Nov-2020,Miền Nam,Viettel,SP 07, 47.00 
13-Mar-2020,Miền Bắc,FPT,SP 02, 59.25 
11-Jul-2019,Miền Nam,Gà Excel,SP 08, 45.90 
30-Apr-2020,Miền Nam,VNPT,SP 08, 22.26 
21-Feb-2019,Miền Nam,Viettel,SP 10, 82.50 
25-Aug-2020,Miền Trung,FPT,SP 08, 494.80 
03-Jun-2019,Miền Bắc,Gà Excel,SP 05, 22.95 
07-Dec-2019,Miền Bắc,VNPT,SP 08, 22.95 
22-Mar-2020,Miền Nam,Viettel,SP 09, 266.75 
19-Nov-2019,Miền Trung,FPT,SP 01, 159.90 
15-Dec-2020,Miền Trung,Gà Excel,SP 07, 302.45 
27-Jul-2019,Miền Bắc,VNPT,SP 04, 68.00 
19-Nov-2019,Miền Trung,Viettel,SP 10, 54.18 
17-Jan-2019,Miền Nam,FPT,SP 04, 68.00 
24-Feb-2020,Miền Nam,Gà Excel,SP 09, 100.00 
15-Dec-2019,Miền Bắc,VNPT,SP 08, 68.16 
11-Jul-2019,Miền Nam,Viettel,SP 01, 232.65 
22-Nov-2019,Miền Trung,FPT,SP 09, 24.25 
20-Sep-2020,Miền Nam,Gà Excel,SP 09, 75.00 
19-Nov-2020,Miền Nam,VNPT,SP 08, 45.90 
01-Dec-2019,Miền Trung,Viettel,SP 03, 24.63 
10-Dec-2019,Miền Nam,FPT,SP 07, 23.27 
29-Nov-2020,Miền Nam,Gà Excel,SP 03, 49.50 
12-May-2020,Miền Bắc,VNPT,SP 04, 34.00 
30-Dec-2019,Miền Trung,Viettel,SP 10, 26.81 
21-Feb-2020,Miền Nam,FPT,SP 03, 125.00 
13-Dec-2019,Miền Bắc,Gà Excel,SP 05, 45.44 
13-Jun-2019,Miền Bắc,VNPT,SP 07, 47.00 
03-Nov-2019,Miền Trung,Viettel,SP 04, 68.00 
03-Jun-2019,Miền Bắc,FPT,SP 07, 320.78 
22-Jan-2020,Miền Trung,Gà Excel,SP 06, 58.50 
10-Oct-2019,Miền Trung,VNPT,SP 07, 68.74 
11-Jul-2020,Miền Trung,Viettel,SP 06, 30.00 
16-Nov-2019,Miền Nam,FPT,SP 08, 22.61 
22-Jun-2019,Miền Bắc,Gà Excel,SP 05, 22.95 
14-May-2020,Miền Trung,VNPT,SP 03, 585.00 
19-Dec-2019,Miền Bắc,Viettel,SP 10, 81.68 
18-Sep-2020,Miền Trung,FPT,SP 08, 68.85 
13-Nov-2020,Miền Bắc,Gà Excel,SP 07, 46.30 
19-Dec-2019,Miền Trung,VNPT,SP 07, 282.00 
13-Dec-2019,Miền Bắc,Viettel,SP 08, 44.98 
01-Nov-2020,Miền Nam,FPT,SP 06, 29.55 
27-Feb-2019,Miền Trung,Gà Excel,SP 01, 159.90 
23-Nov-2020,Miền Trung,VNPT,SP 08, 68.85 
18-Dec-2020,Miền Bắc,Viettel,SP 05, 68.85 
29-Dec-2019,Miền Trung,FPT,SP 01, 159.90 
06-Sep-2020,Miền Bắc,Gà Excel,SP 08, 22.95 
26-Feb-2020,Miền Trung,VNPT,SP 03, 50.00 
05-Dec-2020,Miền Nam,Viettel,SP 01, 235.05 
25-Aug-2020,Miền Bắc,FPT,SP 03, 75.00 
01-Aug-2020,Miền Trung,Gà Excel,SP 10, 80.85 
21-Jan-2019,Miền Nam,VNPT,SP 03, 24.50 
25-Dec-2019,Miền Bắc,Viettel,SP 04, 99.45 
23-Nov-2019,Miền Nam,FPT,SP 05, 91.80 
17-Dec-2020,Miền Bắc,Gà Excel,SP 02, 39.50 
27-Oct-2019,Miền Trung,VNPT,SP 02, 39.10 
04-Dec-2019,Miền Bắc,Viettel,SP 08, 67.82 
03-May-2020,Miền Nam,FPT,SP 02, 39.10 
16-Nov-2019,Miền Nam,Gà Excel,SP 01, 235.05 
21-Jun-2019,Miền Trung,VNPT,SP 06, 87.75 
23-Jun-2019,Miền Nam,Viettel,SP 10, 27.50 
27-Oct-2020,Miền Trung,FPT,SP 07, 45.83 
02-Nov-2020,Miền Nam,Gà Excel,SP 10, 522.50 
27-Oct-2019,Miền Nam,VNPT,SP 10, 81.26 
04-Jul-2019,Miền Bắc,Viettel,SP 05, 22.61 
14-Dec-2020,Miền Bắc,FPT,SP 09, 73.50 
07-Jun-2019,Miền Nam,Gà Excel,SP 04, 34.00 
16-Oct-2019,Miền Trung,VNPT,SP 01, 77.95 
17-Nov-2019,Miền Bắc,Viettel,SP 04, 66.64 
13-Apr-2020,Miền Trung,FPT,SP 09, 25.00 
22-Dec-2020,Miền Nam,Gà Excel,SP 03, 72.75 
18-Sep-2020,Miền Nam,VNPT,SP 09, 48.50 
13-Nov-2019,Miền Trung,Viettel,SP 08, 68.16 
22-Oct-2019,Miền Trung,FPT,SP 07, 46.06 
19-Sep-2020,Miền Bắc,Gà Excel,SP 05, 44.52 
17-Dec-2019,Miền Nam,VNPT,SP 10, 81.26 
09-Dec-2020,Miền Trung,Viettel,SP 05, 66.78 
13-Apr-2020,Miền Trung,FPT,SP 04, 99.45 
16-Dec-2019,Miền Trung,Gà Excel,SP 06, 59.10 
02-Apr-2019,Miền Trung,VNPT,SP 04, 33.32 
31-Dec-2020,Miền Trung,Viettel,SP 03, 24.63 
25-Apr-2020,Miền Nam,FPT,SP 02, 19.95 
05-May-2020,Miền Nam,Gà Excel,SP 05, 156.63 
01-Nov-2019,Miền Nam,VNPT,SP 01, 311.81 
24-Sep-2020,Miền Nam,Viettel,SP 05, 156.63 
12-Jul-2019,Miền Nam,FPT,SP 03, 73.50 
28-Nov-2020,Miền Trung,Gà Excel,SP 06, 29.70 
06-Mar-2020,Miền Bắc,VNPT,SP 03, 48.50 
28-Oct-2020,Miền Nam,Viettel,SP 07, 70.50 
02-Dec-2019,Miền Trung,FPT,SP 03, 73.50 
05-Nov-2019,Miền Nam,Gà Excel,SP 07, 23.50 
22-Mar-2019,Miền Bắc,VNPT,SP 05, 68.85 
16-Jul-2019,Miền Nam,Viettel,SP 05, 22.49 
26-Sep-2020,Miền Bắc,FPT,SP 08, 22.49 
19-Nov-2020,Miền Bắc,Gà Excel,SP 08, 68.85 
18-Dec-2019,Miền Bắc,VNPT,SP 10, 80.85 
04-Nov-2019,Miền Trung,Viettel,SP 09, 49.00 
08-Nov-2019,Miền Trung,FPT,SP 02, 19.35 
14-Oct-2020,Miền Trung,Gà Excel,SP 04, 34.00 
31-Oct-2019,Miền Nam,VNPT,SP 07, 70.50 
07-Apr-2019,Miền Nam,Viettel,SP 04, 98.94 
11-May-2019,Miền Nam,FPT,SP 06, 30.00 
08-Nov-2020,Miền Bắc,Gà Excel,SP 03, 73.50 
15-Jul-2020,Miền Nam,VNPT,SP 09, 295.50 
05-May-2020,Miền Bắc,Viettel,SP 07, 23.50 
25-Oct-2019,Miền Nam,FPT,SP 05, 22.95 
15-Nov-2019,Miền Nam,Gà Excel,SP 03, 24.75 
16-Apr-2020,Miền Trung,VNPT,SP 08, 68.85 
04-Mar-2019,Miền Nam,Viettel,SP 10, 27.09 
07-Oct-2019,Miền Nam,FPT,SP 09, 50.00 
09-May-2019,Miền Nam,Gà Excel,SP 04, 34.00 
25-Jan-2020,Miền Trung,VNPT,SP 02, 39.10 
06-Oct-2019,Miền Bắc,Viettel,SP 08, 45.90 
15-Jul-2020,Miền Bắc,FPT,SP 08, 67.13 
24-Nov-2019,Miền Bắc,Gà Excel,SP 05, 44.98 
23-Sep-2020,Miền Trung,VNPT,SP 10, 53.35 
06-Dec-2020,Miền Nam,Viettel,SP 07, 46.30 
13-Dec-2020,Miền Bắc,FPT,SP 08, 66.78 
12-Dec-2019,Miền Nam,Gà Excel,SP 08, 68.85 
15-Feb-2019,Miền Nam,VNPT,SP 07, 45.83 
07-Apr-2020,Miền Trung,Viettel,SP 08, 449.82 
16-Nov-2020,Miền Nam,FPT,SP 10, 53.90 
13-Dec-2019,Miền Trung,Gà Excel,SP 07, 47.00 
17-Nov-2020,Miền Trung,VNPT,SP 06, 60.00 
28-Oct-2020,Miền Trung,Viettel,SP 08, 45.90 
06-Oct-2020,Miền Bắc,FPT,SP 02, 59.85 
16-Jun-2020,Miền Nam,Gà Excel,SP 03, 24.38 
10-Dec-2019,Miền Bắc,VNPT,SP 02, 139.65 
15-May-2019,Miền Bắc,Viettel,SP 08, 45.90 
26-Jan-2019,Miền Trung,FPT,SP 04, 238.00 
30-Dec-2019,Miền Trung,Gà Excel,SP 09, 24.50 
07-Jul-2019,Miền Bắc,VNPT,SP 04, 99.96 
13-Jun-2020,Miền Nam,Viettel,SP 03, 350.00 
29-Nov-2020,Miền Trung,FPT,SP 04, 98.94 
05-Dec-2020,Miền Nam,Gà Excel,SP 10, 54.45 
14-Dec-2019,Miền Trung,VNPT,SP 09, 50.00 
09-Jan-2019,Miền Nam,Viettel,SP 02, 38.70 
02-Nov-2020,Miền Bắc,FPT,SP 01, 159.90 
20-Mar-2019,Miền Bắc,Gà Excel,SP 05, 45.21 
17-Nov-2020,Miền Nam,VNPT,SP 02, 39.30 
05-Aug-2020,Miền Trung,Viettel,SP 10, 80.03 
30-Dec-2019,Miền Trung,FPT,SP 02, 59.25 
04-Aug-2019,Miền Trung,Gà Excel,SP 10, 82.50 
19-Nov-2020,Miền Trung,VNPT,SP 07, 70.50 
06-Oct-2019,Miền Trung,Viettel,SP 08, 45.90 
03-Nov-2020,Miền Trung,FPT,SP 09, 49.00 
23-Apr-2019,Miền Bắc,Gà Excel,SP 04, 102.00 
30-Nov-2019,Miền Bắc,VNPT,SP 07, 23.15 
09-Dec-2020,Miền Nam,Viettel,SP 07, 470.00 
17-Sep-2019,Miền Trung,FPT,SP 08, 481.95 
31-Dec-2019,Miền Nam,Gà Excel,SP 07, 22.91 
30-Nov-2020,Miền Trung,VNPT,SP 04, 98.94 
22-Sep-2020,Miền Trung,Viettel,SP 10, 81.26 
11-Nov-2020,Miền Bắc,FPT,SP 01, 78.75 
10-Nov-2019,Miền Nam,Gà Excel,SP 03, 73.13 
14-Feb-2020,Miền Bắc,VNPT,SP 09, 49.25 
06-Nov-2020,Miền Bắc,Viettel,SP 09, 73.50 
01-Nov-2019,Miền Trung,FPT,SP 06, 90.00 
17-Dec-2019,Miền Bắc,Gà Excel,SP 08, 44.75 
11-Nov-2020,Miền Nam,VNPT,SP 10, 80.44 
13-Sep-2020,Miền Trung,Viettel,SP 06, 90.00 
09-Jun-2019,Miền Bắc,FPT,SP 03, 269.50 
18-Dec-2019,Miền Bắc,Gà Excel,SP 05, 45.21 
07-Feb-2020,Miền Trung,VNPT,SP 05, 67.47 
10-Apr-2019,Miền Bắc,Viettel,SP 07, 45.59 
20-Nov-2020,Miền Bắc,FPT,SP 02, 39.90 
10-Aug-2019,Miền Bắc,Gà Excel,SP 04, 98.94 
29-Nov-2019,Miền Trung,VNPT,SP 04, 68.00 
28-Nov-2019,Miền Nam,Viettel,SP 07, 70.50 
14-Nov-2019,Miền Bắc,FPT,SP 04, 33.49 
28-Dec-2019,Miền Nam,Gà Excel,SP 06, 510.00 
30-Jul-2020,Miền Nam,VNPT,SP 04, 68.00 
08-Feb-2020,Miền Trung,Viettel,SP 04, 68.00 
20-May-2019,Miền Nam,FPT,SP 05, 45.90 
16-Mar-2020,Miền Nam,Gà Excel,SP 04, 34.00 
22-Nov-2020,Miền Trung,VNPT,SP 06, 87.75 
22-Nov-2020,Miền Trung,Viettel,SP 05, 45.90 
25-Feb-2020,Miền Trung,FPT,SP 02, 19.75 
25-Dec-2020,Miền Nam,Gà Excel,SP 08, 45.44 
09-Dec-2019,Miền Nam,VNPT,SP 06, 30.00 
22-Dec-2020,Miền Bắc,Viettel,SP 10, 27.50 
30-Jan-2020,Miền Nam,FPT,SP 02, 58.95 
01-Dec-2020,Miền Trung,Gà Excel,SP 07, 23.50 
01-Sep-2020,Miền Nam,VNPT,SP 01, 712.35 
04-Sep-2020,Miền Nam,Viettel,SP 05, 90.88 
29-Dec-2020,Miền Nam,FPT,SP 03, 72.75 
24-Jul-2020,Miền Trung,Gà Excel,SP 02, 39.30 
16-Sep-2020,Miền Trung,VNPT,SP 08, 114.75 
10-Sep-2020,Miền Nam,Viettel,SP 02, 19.95 
05-Aug-2020,Miền Nam,FPT,SP 08, 44.75 
31-Jul-2019,Miền Trung,Gà Excel,SP 09, 75.00 
02-Jul-2020,Miền Trung,VNPT,SP 09, 325.00 
03-Feb-2020,Miền Trung,Viettel,SP 07, 22.91 
11-Oct-2020,Miền Trung,FPT,SP 10, 165.00 
02-Aug-2019,Miền Bắc,Gà Excel,SP 01, 239.85 
29-Sep-2020,Miền Nam,VNPT,SP 04, 68.00 
16-May-2019,Miền Nam,Viettel,SP 10, 26.81 
